Is Title I,Is Charter,Is Magnet,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2014)
Yes,1,0,472,27.6,17,0.727,0.333,0,0.061,0.426,0.002,0.061,0.117,17.409
Yes,0,0,402,23.7,16.9,0.657,0.002,0.308,0.002,0.204,0.002,0.025,0.455,17.32655
Yes,0,0,170,12.8,13.1,0.818,0,0,0,0.576,0,0,0.424,17.30964
No,0,0,570,30.2,18.8,0.709,0.146,0.011,0.028,0.604,0.002,0.058,0.153,17.25086
No,0,0,462,24.1,19.1,0.827,0.032,0,0.067,0.656,0.002,0.006,0.236,16.70236
Yes,0,0,584,33.9,17.2,0.928,0.038,0.01,0.021,0.743,0.003,0.026,0.159,16.69482
Yes,0,0,347,22.8,15.2,0.841,0.049,0.009,0.009,0.297,0,0.072,0.565,16.61273
Yes,0,0,412,29,14.2,0.74,0.024,0.007,0.068,0.449,0.005,0.027,0.42,16.42957
Yes,0,0,410,22.6,18.1,0.849,0.041,0.01,0.015,0.583,0.002,0.007,0.341,16.359
Yes,0,0,353,18.6,18.8,0.771,0.011,0.02,0.011,0.575,0,0.028,0.354,16.31543
Yes,0,0,440,31.3,14,0.934,0.045,0.023,0.014,0.639,0.016,0.016,0.248,16.31414
Yes,0,0,504,35,14.3,0.873,0.018,0.006,0.002,0.817,0,0.016,0.141,16.12536
Yes,0,0,406,28.5,14.2,0.7,0.012,0.005,0.027,0.401,0,0.049,0.505,16.00964
Yes,0,0,396,28.5,13.8,0.821,0.111,0.005,0.03,0.619,0.003,0.051,0.182,15.90009
Yes,0,0,466,30.4,15.3,0.642,0.006,0.004,0.017,0.348,0.002,0.015,0.607,15.899
Yes,0,0,500,28.5,17.5,0.666,0.004,0.002,0.002,0.688,0,0.018,0.286,15.84407
Yes,0,0,479,29.8,16,0.898,0.025,0,0,0.81,0.004,0.006,0.154,15.66345
Yes,0,0,288,18.3,15.6,0.563,0.01,0.017,0,0.344,0,0.045,0.583,15.63518
Yes,0,0,493,29.5,16.7,0.726,0.049,0.002,0.004,0.375,0.002,0.065,0.503,15.62536
Yes,0,0,285,19.3,14.7,0.737,0,0,0.004,0.509,0,0.025,0.463,15.521
Yes,0,0,359,28.6,12.5,0.822,0.008,0.008,0.003,0.638,0,0.019,0.323,15.40464
Yes,0,0,395,28,14,0.911,0.005,0,0.005,0.947,0,0,0.043,15.37045
Yes,0,0,350,19.1,18.2,0.829,0.134,0.009,0.034,0.691,0.011,0.046,0.074,15.27491
No,0,0,384,21.4,17.8,0.695,0.276,0.005,0.016,0.367,0.003,0.078,0.255,15.17636
No,0,0,182,7.6,23.8,0.181,0.005,0.011,0.005,0.088,0,0.038,0.852,15.061
Yes,0,0,607,33.5,18.1,0.947,0.005,0.003,0.023,0.929,0.002,0.003,0.035,14.994
Yes,0,0,311,20.5,15.1,0.81,0.01,0.003,0.006,0.656,0,0.019,0.305,14.98027
Yes,0,0,311,25.1,12.3,0.826,0.019,0.042,0.006,0.659,0,0,0.273,14.89693
Yes,0,0,722,44,16.4,0.921,0.035,0.004,0,0.888,0,0.01,0.064,14.79993
Yes,0,0,349,29,12,0.648,0.02,0.006,0.026,0.668,0,0.029,0.252,14.77873
Yes,0,0,916,50.2,18.2,0.735,0.362,0.012,0.057,0.441,0.002,0.044,0.082,14.75057
Yes,0,0,885,54.2,16.3,0.659,0.279,0.009,0.058,0.32,0.003,0.066,0.266,14.73491
Yes,0,0,676,39.7,17,0.966,0.018,0.006,0.004,0.928,0.001,0.003,0.04,14.53673
Yes,0,0,540,35,15.4,0.926,0.178,0.002,0.002,0.726,0,0.03,0.063,14.44991
Yes,0,1,425,21.5,19.7,0.739,0.021,0.012,0.012,0.595,0.005,0.014,0.341,14.34264
Yes,0,0,646,40,16.1,0.988,0.019,0.005,0.019,0.941,0,0.005,0.012,14.07336
Yes,0,0,617,36.5,16.9,0.948,0.024,0.003,0.042,0.89,0.002,0.005,0.034,13.92618
No,0,0,502,23.9,20.9,0.715,0.221,0.006,0.028,0.442,0.006,0.054,0.243,13.84255
Yes,0,1,484,26.8,18,0.771,0.017,0.01,0.023,0.682,0.002,0.041,0.225,13.83664
Yes,0,0,435,24.5,17.7,0.929,0.055,0.007,0.08,0.807,0,0,0.051,13.78673
Yes,0,0,535,29,18.4,0.821,0.168,0.011,0.032,0.654,0.015,0.041,0.079,13.73118
Yes,1,0,394,36.3,10.8,0.784,0.183,0.003,0.003,0.454,0,0.066,0.292,13.64671
Yes,0,0,577,34.5,16.7,0.951,0.22,0.002,0.007,0.697,0.003,0.029,0.042,13.34109
Yes,0,0,360,21.5,16.7,0.875,0.003,0.008,0.031,0.817,0,0.022,0.119,13.252
Yes,0,0,587,34.2,17.1,0.825,0.029,0.007,0,0.814,0.002,0.007,0.141,13.14655
Yes,0,0,731,37.8,19.3,0.789,0.241,0.008,0.029,0.527,0.007,0.066,0.123,13.00173
Yes,0,0,338,20.6,16.4,0.837,0.074,0.003,0.003,0.479,0.003,0.08,0.358,12.99964
Yes,0,0,579,35,16.5,0.948,0.014,0.009,0.014,0.91,0,0,0.054,12.99945
Yes,0,0,448,25.4,17.6,0.81,0.033,0.027,0.022,0.536,0.002,0.02,0.359,12.94427
Yes,0,0,440,24,18.3,0.789,0.009,0.005,0.007,0.648,0.002,0.009,0.32,12.80543
Yes,0,0,399,23.5,16.9,0.667,0,0.241,0,0.213,0.003,0.033,0.511,12.71882
Yes,0,0,623,36.6,16.9,0.979,0.058,0.002,0.096,0.701,0.003,0.011,0.128,12.66655
Yes,0,0,287,21.2,13.5,0.889,0.007,0.01,0,0.92,0,0.003,0.059,12.54655
Yes,0,0,232,18.5,12.4,0.677,0.034,0.022,0,0.267,0,0.03,0.647,12.47086
Yes,0,0,390,24.4,15.9,0.79,0.038,0.01,0.003,0.728,0.003,0.013,0.205,12.2595
Yes,0,0,505,32.9,15.3,0.919,0.008,0.002,0.004,0.879,0.006,0.01,0.091,12.23636
Yes,0,0,642,47.2,13.6,0.779,0.198,0.014,0.037,0.511,0.006,0.042,0.192,12.15327
Yes,0,0,291,17.6,16.4,0.935,0.014,0,0.014,0.814,0.014,0.014,0.131,12.06873
Yes,0,0,659,36.2,18.1,0.829,0.232,0.006,0.011,0.621,0.006,0.047,0.077,12.00655
Yes,0,0,666,38.2,17.4,0.952,0.096,0.003,0.024,0.857,0.002,0.009,0.009,11.94279
Yes,0,0,448,28.9,15.4,0.942,0.033,0.02,0,0.788,0.002,0.009,0.147,11.89986
No,0,0,1132,62.1,18.2,0.455,0.072,0.008,0.02,0.441,0.005,0.067,0.386,11.89771
Yes,0,0,759,45.1,16.7,0.897,0.153,0.004,0.03,0.702,0.009,0.025,0.076,11.86218
Yes,0,0,532,30,17.7,0.949,0.194,0.008,0.009,0.739,0,0.021,0.03,11.81555
Yes,0,0,539,35.6,15.1,0.837,0.028,0.002,0.007,0.833,0,0.007,0.122,11.70882
Yes,0,0,461,27.9,16.4,0.768,0.013,0.004,0,0.863,0,0.009,0.111,11.55745
Yes,0,0,354,27.5,12.8,0.497,0,0.181,0,0.41,0,0.056,0.353,11.39527
No,1,0,482,23.5,20.4,0.55,0.266,0.008,0.017,0.376,0.002,0.05,0.282,11.34793
Yes,0,0,650,37.3,17.3,0.966,0.045,0.003,0.014,0.835,0,0.006,0.097,11.32427
Yes,0,0,393,25,15.7,0.926,0.074,0.025,0.008,0.809,0,0.015,0.069,11.311
Yes,0,0,939,53.2,17.6,0.835,0.029,0.007,0.032,0.778,0,0.027,0.127,11.256
Yes,0,0,464,31.7,14.6,0.709,0.019,0.026,0.004,0.711,0.002,0.009,0.228,10.86027
Yes,0,0,354,19.4,18.1,0.847,0.031,0.008,0.051,0.667,0,0.028,0.215,10.75545
Yes,0,0,576,27.6,20.8,0.847,0.076,0.016,0.017,0.79,0,0.024,0.076,10.67064
Yes,0,0,546,32,17,0.921,0.002,0.007,0.024,0.899,0,0.009,0.059,10.59764
Yes,0,0,377,22.5,16.7,0.942,0.252,0.011,0.029,0.645,0.005,0.008,0.05,10.49127
Yes,0,0,387,27.5,14,0.811,0.003,0.026,0.005,0.78,0,0.01,0.176,10.48509
Yes,0,0,453,26.1,17.3,0.832,0.307,0.004,0.013,0.565,0,0.046,0.064,10.44545
No,0,0,537,25.3,21.1,0.659,0.272,0.017,0.034,0.408,0.007,0.073,0.19,10.42345
Yes,0,1,471,24.5,19.2,0.8,0.019,0.011,0.006,0.824,0,0.015,0.125,10.34893
Yes,0,0,392,27.8,14,0.862,0.003,0.003,0,0.875,0.003,0.003,0.115,10.30273
Yes,0,0,463,28,16.5,0.827,0.022,0.006,0.082,0.629,0,0.039,0.222,10.15336
Yes,0,0,532,30,17.7,0.895,0.024,0.013,0.011,0.78,0,0.023,0.148,9.97243
Yes,0,0,500,34.8,14.3,0.96,0.022,0.004,0.008,0.868,0,0.006,0.092,9.817
No,0,0,303,19.8,15.2,0.799,0.017,0.01,0.089,0.644,0,0.036,0.205,9.79791
Yes,0,1,520,32.2,16.1,0.79,0.006,0,0.029,0.738,0.002,0.015,0.21,9.70164
Yes,0,0,456,27,16.8,0.923,0.033,0.004,0.007,0.84,0,0.013,0.103,9.586
Yes,0,0,538,35.3,15.2,0.853,0.009,0.019,0.006,0.775,0,0.022,0.169,9.48414
Yes,0,0,501,31.7,15.7,0.866,0.024,0.01,0,0.792,0,0.012,0.162,9.45127
Yes,0,0,565,31.2,18,0.839,0.097,0.007,0.064,0.756,0.007,0.027,0.042,9.359
Yes,0,0,287,17,16.8,0.78,0.233,0.007,0,0.463,0,0.07,0.226,9.34382
Yes,0,0,686,35.5,19.3,0.929,0.171,0.001,0.004,0.77,0.017,0.016,0.02,9.34355
Yes,0,0,480,32.6,14.7,0.867,0.096,0.01,0.015,0.596,0,0.058,0.225,9.28509
Yes,0,0,521,29.7,17.5,0.881,0.132,0.002,0.094,0.645,0.012,0.027,0.088,9.11527
Yes,0,0,388,21.9,17.7,0.928,0,0.005,0.005,0.923,0,0.008,0.059,9.07909
No,0,0,516,25.7,20,0.638,0.252,0.002,0.025,0.411,0.004,0.081,0.225,8.70682
Yes,0,0,613,36.1,16.9,0.915,0.008,0.005,0.011,0.928,0,0,0.047,8.66591
Yes,0,0,282,20.5,13.7,0.972,0.011,0.004,0,0.954,0,0,0.032,8.531
Yes,0,0,335,20,16.7,0.946,0.215,0.018,0.009,0.651,0,0.012,0.096,8.50555
Yes,0,0,478,26.5,18,0.935,0.031,0.013,0.002,0.902,0.002,0.006,0.044,8.49464
Yes,0,0,536,27.4,19.4,0.851,0.183,0.009,0.063,0.612,0.019,0.026,0.088,8.41791
Yes,0,0,431,23.5,18.3,0.951,0.023,0.005,0.002,0.919,0,0.026,0.026,8.41518
Yes,0,0,519,38,13.6,0.95,0.118,0.031,0,0.802,0,0.017,0.033,8.16164
Yes,0,0,392,25.4,15.3,0.811,0,0.003,0,0.839,0.003,0.013,0.143,8.08955
Yes,0,0,199,15.5,12.8,0.935,0.442,0.015,0.01,0.508,0,0.005,0.02,7.97164
Yes,0,0,393,23,17,0.802,0.028,0.01,0.051,0.672,0.005,0.015,0.219,7.87
Yes,0,0,178,16,11.1,0.708,0.017,0.006,0.006,0.478,0,0.039,0.455,7.8565
Yes,0,0,319,19.5,16.3,0.875,0.009,0,0,0.931,0,0,0.06,7.76936
Yes,0,0,754,38,19.8,0.874,0.101,0.005,0.179,0.659,0.001,0.019,0.036,7.48645
Yes,0,0,469,26.8,17.4,0.819,0.015,0.006,0.034,0.682,0,0.038,0.224,7.48145
Yes,0,0,415,24.8,16.6,0.863,0.019,0.01,0,0.778,0,0.017,0.176,7.41457
Yes,0,0,1054,67,15.7,0.961,0.287,0.002,0.277,0.322,0.01,0.023,0.079,7.3765
Yes,1,0,501,35.3,14.1,0.95,0.054,0.004,0,0.936,0,0.002,0.004,7.34271
Yes,0,0,449,27.8,16.1,0.971,0.018,0.004,0.027,0.889,0,0.011,0.051,7.34209
Yes,0,0,403,24.4,16.5,0.834,0.02,0.005,0.117,0.702,0,0.007,0.149,7.12582
Yes,0,0,435,28.2,15.3,0.956,0.122,0.014,0.002,0.8,0,0.021,0.041,7.08964
Yes,0,0,130,8.3,15.5,0.5,0,0.008,0,0.238,0,0,0.754,7.069
Yes,0,0,577,39,14.7,0.816,0.031,0,0.002,0.832,0.002,0.014,0.12,6.92127
Yes,0,1,415,26,15.9,0.829,0.005,0.005,0.005,0.827,0,0.014,0.145,6.84986
Yes,0,0,600,33,18.1,0.845,0.018,0.005,0.008,0.873,0,0.008,0.087,6.797
Yes,0,0,528,31,17,0.983,0.078,0.017,0.006,0.818,0,0.027,0.055,6.77991
Yes,0,0,321,20.9,15.3,0.776,0,0.009,0,0.688,0,0.019,0.283,6.77471
Yes,0,0,239,20.5,11.6,0.9,0.402,0.008,0,0.49,0.004,0.017,0.079,6.73273
Yes,0,0,281,23.5,11.9,0.972,0.327,0.007,0.1,0.502,0.004,0.028,0.032,6.71182
Yes,0,0,578,33.2,17.4,0.901,0.093,0.009,0.017,0.76,0.002,0.024,0.095,6.69527
Yes,0,0,443,26.5,16.7,0.919,0.054,0.018,0.005,0.781,0,0.025,0.117,6.43282
Yes,0,0,528,29.3,18,0.903,0.008,0.002,0.006,0.83,0,0.006,0.15,6.19609
Yes,0,0,699,42.5,16.4,0.863,0.021,0.009,0.001,0.811,0,0.003,0.155,6.17891
Yes,0,0,618,33.7,18.3,0.796,0.227,0.006,0.024,0.574,0.003,0.065,0.1,6.16045
Yes,0,0,329,19.1,17.2,0.833,0.021,0.009,0.027,0.562,0,0.04,0.34,6.03518
Yes,0,0,298,17.2,17.2,0.832,0.017,0.003,0.034,0.728,0,0.027,0.191,5.99436
Yes,0,0,499,30.7,16.2,0.96,0.018,0.01,0.006,0.906,0,0.012,0.048,5.98055
Yes,1,0,588,36.5,16,0.959,0.206,0.009,0,0.759,0,0.012,0.015,5.52493
Yes,0,0,275,16.8,16.3,0.825,0.007,0.022,0.004,0.505,0,0.007,0.455,5.37314
Yes,1,0,244,16.4,14.8,0.877,0.086,0,0.008,0.684,0,0.016,0.205,5.06236
Yes,0,0,603,35,17.2,0.987,0.025,0.003,0.041,0.905,0.002,0.007,0.017,4.92345
Yes,0,0,581,32.5,17.8,0.943,0,0.003,0.003,0.867,0,0,0.126,4.785
Yes,0,0,452,32.7,13.7,0.909,0.038,0.007,0,0.796,0,0.015,0.144,4.61943
Yes,0,0,637,40.5,15.7,0.956,0.217,0.002,0,0.754,0,0.014,0.014,4.55127
Yes,0,0,583,34.5,16.8,0.974,0.039,0.003,0,0.923,0,0,0.034,4.33755
Yes,0,0,294,21.1,13.9,0.803,0,0.435,0,0.228,0,0.034,0.303,4.157
Yes,0,0,474,28.7,16.4,0.842,0.133,0.006,0.154,0.654,0.002,0.019,0.032,3.89621
Yes,0,0,400,26,15.3,0.983,0.083,0,0.013,0.875,0,0.005,0.025,3.81273
Yes,0,0,485,34.5,14,0.93,0.124,0.019,0.019,0.771,0.012,0.014,0.041,3.75927
Yes,0,0,561,26.7,20.9,0.888,0.15,0.018,0.005,0.704,0.005,0.041,0.077,3.63373
Yes,0,0,500,37.7,13.2,0.978,0.016,0.004,0.034,0.92,0,0.006,0.02,3.516
Yes,0,0,490,26.1,18.7,0.902,0.108,0.016,0.008,0.814,0.004,0.027,0.022,3.10818
Yes,1,0,558,35.9,15.5,0.95,0.235,0.004,0.014,0.683,0.002,0.018,0.045,2.52864
Yes,0,0,568,28.3,20,0.813,0.169,0.025,0.018,0.68,0,0.028,0.081,2.3226
